
read

22.187500
22.187500
22.125000
22.187500
22.187500
22.125000
22.625000
22.312500
22.250000
22.250000
22.187500
22.250000
22.187500
22.187500
22.187500
22.187500
22.187500
22.187500
22.125000
22.187500
22.187500
22.187500
22.187500
22.187500
22.187500
22.125000
22.187500
22.187500
22.187500
22.187500
22.187500
22.187500
22.187500
22.187500
22.125000
22.187500
22.125000
22.125000
22.187500
22.125000
22.125000
22.125000
22.125000
22.125000
22.187500
22.125000
22.125000
22.125000
22.062500
22.187500
22.187500
22.125000
22.187500
22.125000
22.125000
22.125000
22.125000
22.125000
22.125000
22.125000
22.125000
22.125000
22.062500
22.125000
22.125000
22.125000
22.125000
21.750000
21.437500
21.437500
21.500000
21.500000
21.500000
21.562500
21.562500
21.562500
21.562500
21.562500
21.625000
21.562500
21.687500
23.750000
23.312500
23.375000
24.437500
23.625000
23.250000
23.062500
23.062500
23.062500
22.937500
22.875000
22.812500
22.750000
22.812500
22.750000
22.687500
22.562500
22.562500
23.500000
24.500000
23.750000
23.375000
23.187500
23.062500
23.062500
23.125000
23.062500
23.000000
23.000000
22.812500
23.437500
23.375000
23.125000
23.062500
23.000000
22.937500
22.937500
22.875000
22.875000
22.875000
22.812500
22.812500
22.812500
22.750000
22.750000
22.687500
22.687500
22.687500
23.312500
23.312500
23.062500
22.937500
22.937500
22.875000
22.875000
22.812500
22.875000
22.750000
22.750000
22.750000
22.625000
22.625000
22.625000
23.062500
22.875000
22.687500
22.687500
22.750000
22.687500
22.687500
22.687500
22.687500
22.687500
22.687500
22.687500
22.625000
22.625000
22.562500
22.562500
22.625000
22.562500
22.562500
22.562500
22.562500
22.562500
22.562500
22.562500
22.500000
22.500000
22.562500
22.500000
22.562500
22.500000
22.500000
22.562500
22.562500
22.500000
22.437500
22.500000
22.500000
22.437500
22.562500
22.500000
22.500000
22.500000
22.500000
22.500000
22.500000
22.500000
22.500000
22.500000
22.562500
22.500000
22.500000
22.500000
22.500000
23.187500
23.625000
23.062500
22.812500
22.812500
22.687500
22.750000
22.750000
22.687500
22.687500
22.687500
22.687500
22.750000
22.750000
22.687500
22.687500
22.875000
22.875000
23.062500
22.875000
22.750000
22.750000
22.750000
22.812500
22.750000
22.812500
22.812500
22.750000
22.750000
22.687500
22.750000
22.750000
22.750000
22.750000
22.750000
22.750000
22.750000
22.750000
22.687500
22.687500
22.687500
22.687500
22.687500
22.625000
22.687500
22.687500
22.625000
22.687500
22.687500
22.687500
22.687500
22.625000
22.625000
22.687500
22.625000
22.687500
22.625000
22.625000
22.562500
22.625000
22.625000
22.625000
22.625000
22.625000
22.562500
22.562500
22.562500
22.562500
22.562500
22.625000
22.562500
22.562500
22.562500
22.625000
22.562500
22.562500
22.562500
22.562500
22.625000
22.562500
22.562500
22.562500
22.562500
22.625000
22.562500
22.500000
22.562500
22.500000
22.500000
22.562500
22.562500
22.625000
22.500000
22.500000
22.500000
22.500000
22.500000
22.500000
22.500000
22.437500
22.500000
22.500000
22.500000
22.500000
22.500000
22.625000
22.562500
22.562500
23.062500
22.687500
22.625000
22.562500
22.625000
22.562500
22.562500
22.562500
22.562500
22.562500
22.562500
22.562500
22.625000
22.625000
22.625000
22.562500
22.562500
22.500000
22.562500
22.500000
22.562500
22.500000
22.562500
22.562500
22.562500
22.500000
22.437500
22.500000
22.500000
22.500000
